370947000,9370135,2019
372808000,9333163,13
366826940,1048592,3
257715000,9364100,72
235112806,9719501,181
271044047,9383730,273
214180509,7305112,2
304010986,9125073,169
636012767,9309253,2134
372568000,9369100,5
240722000,9085522,1742
477181100,9738909,88
245909000,9423669,1466
240125000,9281152,1522
636016455,9350537,52
319282000,9352200,14
256703000,9230098,878
259692000,9231884,871
371648000,9303182,838
248875000,9586435,580
538005791,9493949,219
228006800,8908466,6578
235109945,8516952,6165
304020821,9148776,18602
211472890,7824871,19
884029000,9081344,1
229939000,9363998,54
636091403,9323015,269
246490000,8224286,1968
357684000,9557238,169
353958000,9347449,127
240307000,9288722,1652
215042000,9265342,9078
256619000,9125231,652
477958700,9175779,425
258781000,9043093,4012
305282000,9437139,311
367677960,9772955,100
256149000,9131993,3134
440255000,9079133,27
227186000,8914219,121
241055000,9288382,116
244710009,9612791,552
311000453,9296377,31
367863000,8906614,9
238836740,8332722,411
636091426,9448528,2839
636092197,9313216,601
431006857,9774745,4
355813000,9720287,94
367573820,7047239,72
249232000,9312078,1622
636092659,9394040,2470
241025000,9301653,342
244528000,8432962,7659
210320000,8820286,2800
311000104,9672404,1064
367327360,9490947,5607
477476800,9695157,1741
371147000,9339844,1114
367456810,8891467,6679
305965000,9326964,217
538005409,9706475,1079
219011922,9341419,317
247219700,9351529,169
477898700,9329538,33
353741000,6809666,7
311307000,9195169,25
319064300,1012153,45
244563000,9204556,967
259408000,9250749,3083
228329800,9391531,3880
356320000,9727297,85
236111811,9616759,43
306095000,9633939,1
357649000,9590929,1743
367006610,7400479,25
477097400,9301782,325
229720000,9363168,296
215677000,9584035,38
667001332,7702920,1
367032550,8765864,563
247318300,9471056,96
304010515,9101156,1984
235100828,9492907,713
369702000,9271119,22
352960000,9446001,405
636014189,9413547,1704
370130000,9477816,8
246394000,9137038,2191
352097000,9142100,658
533453000,9100530,35
237829800,8739449,1
538002073,9253258,629
538006000,9713911,518
371806000,9316816,22
636016430,9227340,1
371087000,9401843,3150
224075000,8959324,1154
351715000,9162045,395
376121000,8324672,116
271015006,8982694,11
239512000,7113375,19
672269000,9185396,1
351716000,6514132,11
247280600,9473573,60
304791000,9194311,2409
565769000,8753122,21
636092192,9537381,490
514371000,9066746,7
237470200,6519326,1
514325000,8712295,2
538003855,9314894,1
311062000,8420115,8
636014353,9511387,1811
636012313,9282443,128
246044000,9345362,660
245438000,9148130,2958
240915000,9411941,1320
352757000,9703318,1348
477322000,8918289,48
538005296,9294472,848
309992000,9385192,73
636092600,9464948,213
231114000,9006289,891
244457000,9367073,1831
311045400,9375604,338
477738600,9417270,153
235667000,9235529,2216
273447490,9109811,48
538001356,9187497,124
636016169,9659866,35
366880220,7428263,10
636016648,9344655,258
371601000,9470832,388
538004646,9529578,533
366596000,9043940,14288
247007000,9013658,2772
305620000,9390123,187
477136300,9326158,13
538004601,9604811,2882
245706000,8432235,201
351300000,9073220,308
375938000,7431129,196
211411630,8304543,2715
246057000,9048677,3504
477962300,9481441,140
244750592,9613628,1
229251000,9144043,267
249294000,9397511,178
309701000,9038397,1771
305098000,9303302,283
248541000,7225910,20
247147700,9210244,415
259912000,9409730,2367
370552000,9334246,59
231748000,9642564,432
219473000,9401300,1
366759530,9188556,1423
273317430,9353046,67
311052200,9449247,24
246092000,8706466,13561
311516000,8309165,309
