636011106,8819213,134
211507280,9454307,64
229290000,9240809,197
636011107,8764779,6
538006717,9749570,432
538002559,9244374,2644
244809000,9179086,829
366906460,8978722,70
220619000,9548562,1
538006718,9244295,67
367606390,9089607,6
228032900,9454450,1804
273338250,9210335,26
246718000,9411836,781
371931000,9504011,3616
373999000,9605023,733
245958000,9295438,2841
371545000,9303510,879
636091501,9360764,3367
370852000,9409326,1030
210911000,9627069,3186
576903000,9259783,1
356727000,9580211,374
244879000,5153462,41025
564968000,9525819,2
212979000,9356579,41
636091502,9362449,1375
239929000,8117615,29
374305000,9747950,11
311517000,9233818,5775
341645000,7422984,55
441558000,9512252,6
255735000,9191175,4078
224544160,8812083,11
235703000,8981444,346
240653000,9304617,452
636090811,9103398,346
304728000,9199153,16
352501000,9339791,23
312824000,9110365,2832
271044120,9125059,2158
565889000,9368235,759
311745000,9256597,881
636091506,9348675,460
440411000,9015541,151
271002541,9433092,4660
256656000,9511789,3424
341873000,7874905,1
354501000,9552721,7
245413000,9163697,1723
205417000,9314296,7757
341487000,9407017,52
305649000,9428205,5662
565502000,9733533,16
636091507,9399753,1929
241255000,9593191,7563
373068000,9465291,1153
372375000,9571600,58
246788000,9613642,13696
477307400,9465318,7
366993790,8704822,13
272076000,8227783,71
230012000,8404769,60
220530000,9431264,3785
431003153,9638393,1
311973000,8922254,2218
367323350,9111266,1400
353036000,9632844,2
312666000,8215613,678
212048000,9503902,2194
257577000,9470478,1
278301000,9395513,2763
246401000,9184665,15088
229835000,9727962,1139
341100000,8127751,1
367006650,9170688,9
232003298,7432094,6393
636090816,9161481,81
564037000,9401790,4042
431003155,9628881,7
548845000,9543940,2
309716000,9014767,1606
246015000,9044786,409
210595000,8711863,1
244562000,9357509,5182
212662000,9434163,2017
353264000,9488061,1566
244650011,9374741,1310
235112571,9125645,3523
275450000,9050125,117
250002424,9317688,139
276143000,9588770,2
304798000,9315549,90
565344000,9312834,641
303104000,7816551,1311
477535400,9608829,176
258884000,9326718,831
236466000,9326976,275
247322000,7207451,279
667001282,7396654,110
431500038,9063512,3
338765000,9231341,166
356024000,9264908,1102
477981000,9260859,1
244176000,9373280,7382
477218700,9407873,696
518559000,9648178,34
431100871,9209568,48
636014184,9419369,50
413113000,9300128,522
477733600,9211494,943
235112573,9670573,857
319107000,8975067,799
232240000,9293624,1691
477802900,9456678,121
229677000,9243590,990
477694100,9164251,61
538003250,9408255,25
247104400,9284439,7776
245483000,9081291,1332
412034000,9488229,686
314189000,8822636,711
565572000,9388728,194
566265000,9137105,440
636014185,9410181,549
345030096,9228887,3
245097000,9345386,1044
253193000,9187473,67
565186000,9374428,600
319721000,9229685,167
271043437,8916499,25
577121000,9656931,2
477961600,9486116,1076
311000421,9228734,2125
235100795,9653496,289
211286620,7600562,1514
622123233,7631389,1
667001286,9118276,58
316189000,7356501,238
538003253,9238117,1029
246085000,9096650,7629
311000422,8325432,689
515640000,6422303,72
244770600,5222354,1
538002561,9335915,23
477020200,9290103,4
538003254,9425980,3327
636014189,9413547,3281
538006720,9749245,77
305560000,9511636,1321
247392000,7360617,177
667001289,8123236,67
367595710,9264623,48
248085000,9004475,219
367491760,9201982,39
227360000,8714322,71
219018986,9619957,3123
538003256,9331244,2
247243700,9403815,308
636016964,9294501,1
304095000,9330264,649
237010400,8989513,4
636016965,9416044,1851
577191000,7814424,8905
244790009,9224130,3322
538006724,9418810,1239
308162000,8758603,491
538006725,9458119,1306
351809000,9739020,140
636016968,9395379,1527
228330900,9377054,11
370308000,9669512,1
370922000,9597410,2111
371229000,9524669,117
636092202,9341976,4337
441628000,9214056,30
432839000,9604938,1854
636091510,9208502,90
240723000,7637668,1551
370764000,9374911,1339
366995180,8852411,21857
372831000,9672040,30
235050609,9319416,3407
