AMS,SEA,314319000,2
SEA,BEV,477791900,1
BEV,BEV,245147000,37
SEA,AMS,235103762,1
SEA,BEV,255801560,1
AMS,AMS,245044000,107
AMS,AMS,244538000,441
SEA,BEV,231355000,1
BEV,BEV,245825000,39
AMS,AMS,477700600,297
SEA,AMS,304783000,25
BEV,BEV,372744000,15
SEA,AMS,636015430,2
SEA,BEV,235066012,1
BEV,BEV,218474000,15
AMS,SEA,248127000,2
AMS,AMS,244137000,462
BEV,BEV,249837000,20
BEV,BEV,304070935,31
BEV,SEA,432824000,1
SEA,AMS,477820000,7
AMS,AMS,244227000,471
SEA,BEV,250001723,2
SEA,BEV,304726000,1
AMS,AMS,235060251,400
SEA,BEV,354776000,1
AMS,SEA,357028000,3
SEA,BEV,211822000,1
BEV,SEA,372744000,1
SEA,BEV,244810690,1
SEA,AMS,245044000,4
AMS,AMS,273334240,232
BEV,SEA,304001000,1
BEV,SEA,309807000,1
AMS,SEA,308918000,3
BEV,SEA,215724000,1
BEV,BEV,304001000,36
SEA,AMS,236597000,9
BEV,BEV,211627970,17
AMS,SEA,248370000,8
SEA,BEV,228335900,1
SEA,AMS,304036000,5
SEA,AMS,246786000,5
BEV,SEA,209562000,1
AMS,SEA,477547200,1
BEV,BEV,244810690,29
AMS,AMS,304036000,371
BEV,SEA,305188000,2
SEA,BEV,245562000,1
BEV,BEV,228335900,16
BEV,SEA,275468000,1
AMS,AMS,236597000,482
BEV,BEV,211822000,23
AMS,AMS,244810593,426
