273310950,SEA,SEA,2
366916840,SEA,SEA,30
246759000,SEA,SEA,59
241228000,SEA,SEA,23
259753000,SEA,SEA,8
212394000,SEA,SEA,26
224856000,SEA,SEA,24
303273000,SEA,SEA,36
230629000,SEA,SEA,29
244632000,SEA,SEA,19
311601000,SEA,SEA,9
431003521,SEA,SEA,15
305219000,SEA,SEA,10
304260000,SEA,SEA,18
211822000,SEA,SEA,27
357841000,SEA,SEA,14
209455000,SEA,SEA,44
238227000,SEA,SEA,3
354077000,SEA,SEA,5
235076275,SEA,SEA,13
354141000,SEA,SEA,16
249209000,SEA,SEA,27
244562000,SEA,SEA,9
273515300,SEA,SEA,11
210242000,SEA,SEA,2
246484000,SEA,SEA,3
224311000,SEA,SEA,9
538002092,SEA,SEA,7
351880000,SEA,SEA,28
245059000,SEA,SEA,59
366920230,SEA,SEA,58
211222710,SEA,SEA,46
246057000,SEA,SEA,20
367129540,SEA,SEA,59
273370640,SEA,SEA,14
246788000,SEA,SEA,19
205538000,SEA,SEA,13
319030200,SEA,SEA,4
236631000,SEA,SEA,25
636016448,SEA,SEA,8
230987660,SEA,SEA,8
636091098,SEA,SEA,16
367533290,SEA,SEA,56
250000964,SEA,SEA,59
240652000,SEA,SEA,28
249491000,SEA,SEA,28
273318010,SEA,SEA,2
477942400,SEA,SEA,7
636014400,SEA,SEA,16
319478000,SEA,SEA,14
232003580,SEA,SEA,59
374075000,SEA,SEA,19
311014600,SEA,SEA,59
232004441,SEA,SEA,52
211282710,SEA,SEA,28
246141000,SEA,SEA,19
249960000,SEA,SEA,22
371604000,SEA,SEA,10
372319000,SEA,SEA,19
235068882,SEA,SEA,19
273412710,SEA,SEA,6
211228200,SEA,SEA,27
305836000,SEA,SEA,18
219119000,SEA,SEA,50
250001109,SEA,SEA,12
357339000,SEA,SEA,19
211404810,SEA,SEA,14
319560000,SEA,SEA,18
538004518,SEA,SEA,36
538004913,SEA,SEA,20
636015672,SEA,SEA,19
366966650,SEA,SEA,2
370573000,SEA,SEA,18
244615779,SEA,SEA,59
246530000,SEA,SEA,19
564397000,SEA,SEA,19
352005000,SEA,SEA,3
265509180,SEA,SEA,17
577179000,SEA,SEA,59
248497000,SEA,SEA,26
366163000,SEA,SEA,17
341099000,SEA,SEA,12
212735000,SEA,SEA,18
249702000,SEA,SEA,10
355684000,SEA,SEA,14
248566000,SEA,SEA,4
477742800,SEA,SEA,26
246301000,SEA,SEA,16
240788000,SEA,SEA,18
211216490,SEA,SEA,20
428045000,SEA,SEA,19
636012813,SEA,SEA,11
538006048,SEA,SEA,19
566466000,SEA,SEA,14
374846000,SEA,SEA,7
212905000,SEA,SEA,17
271000647,SEA,SEA,8
210816000,SEA,SEA,11
245667000,SEA,SEA,59
636092600,SEA,SEA,19
233322000,SEA,SEA,36
367448480,SEA,SEA,18
247036100,SEA,SEA,28
258107000,SEA,SEA,5
431100146,SEA,SEA,8
256903000,SEA,SEA,18
367483830,SEA,SEA,41
211215340,SEA,SEA,18
538004601,SEA,SEA,18
273358930,SEA,SEA,26
338132000,SEA,SEA,58
636015231,SEA,SEA,19
366902220,SEA,SEA,19
236256000,SEA,SEA,1
367518570,SEA,SEA,28
229311000,SEA,SEA,57
235075142,SEA,SEA,59
352555000,SEA,SEA,26
236111603,SEA,SEA,19
235059001,SEA,SEA,19
235091401,SEA,SEA,3
357500000,SEA,SEA,19
210001000,SEA,SEA,20
370117000,SEA,SEA,45
229594000,SEA,SEA,15
257485000,SEA,SEA,6
367336580,SEA,SEA,5
671338000,SEA,SEA,27
238265000,SEA,SEA,9
366365000,SEA,SEA,19
210464000,SEA,SEA,13
431300724,SEA,SEA,19
636012261,SEA,SEA,25
250002036,SEA,SEA,29
367416750,SEA,SEA,29
224756000,SEA,SEA,23
