215013000,SEA,SEA,28
305996000,SEA,SEA,19
271000030,SEA,SEA,37
246759000,SEA,SEA,59
212394000,SEA,SEA,28
636013214,SEA,SEA,18
230629000,SEA,SEA,3
311601000,SEA,SEA,15
244632000,SEA,SEA,1
431003521,SEA,SEA,15
538003578,SEA,SEA,15
305219000,SEA,SEA,2
215848000,SEA,SEA,18
566230000,SEA,SEA,29
211822000,SEA,SEA,15
304260000,SEA,SEA,3
511020000,SEA,SEA,18
246164000,SEA,SEA,12
244562000,SEA,SEA,2
244644000,SEA,SEA,59
259105000,SEA,SEA,14
209770000,SEA,SEA,28
224311000,SEA,SEA,15
311349000,SEA,SEA,18
240892000,SEA,SEA,19
246057000,SEA,SEA,57
211222710,SEA,SEA,29
273370640,SEA,SEA,15
367129540,SEA,SEA,3
253279000,SEA,SEA,27
246788000,SEA,SEA,3
247293100,SEA,SEA,28
235666000,SEA,SEA,59
319030200,SEA,SEA,3
205538000,SEA,SEA,17
229093000,SEA,SEA,1
245059000,SEA,SEA,59
477188800,SEA,SEA,9
250000964,SEA,SEA,27
671471000,SEA,SEA,9
338703000,SEA,SEA,8
249491000,SEA,SEA,27
636014400,SEA,SEA,15
566825000,SEA,SEA,10
232003580,SEA,SEA,58
311014600,SEA,SEA,59
232004441,SEA,SEA,45
538001638,SEA,SEA,10
211282710,SEA,SEA,26
636015709,SEA,SEA,18
256162000,SEA,SEA,2
229822000,SEA,SEA,22
273412710,SEA,SEA,17
345030051,SEA,SEA,27
369053000,SEA,SEA,20
211228200,SEA,SEA,20
305836000,SEA,SEA,18
219119000,SEA,SEA,10
250001109,SEA,SEA,19
273138000,SEA,SEA,9
366995530,SEA,SEA,21
319560000,SEA,SEA,13
538004913,SEA,SEA,6
210974000,SEA,SEA,13
258767000,SEA,SEA,1
636014191,SEA,SEA,2
366966650,SEA,SEA,29
370573000,SEA,SEA,27
255805577,SEA,SEA,17
246530000,SEA,SEA,19
244615779,SEA,SEA,59
212789000,SEA,SEA,18
265509180,SEA,SEA,28
236166000,SEA,BEV,9
577179000,SEA,SEA,37
311058600,SEA,SEA,17
210688000,SEA,SEA,24
241390000,SEA,SEA,18
249702000,SEA,SEA,27
246301000,SEA,SEA,58
211216490,SEA,SEA,22
256638000,SEA,SEA,9
636012813,SEA,SEA,5
428045000,SEA,SEA,17
357076000,SEA,SEA,15
564499000,SEA,SEA,19
566466000,SEA,SEA,19
377239000,SEA,SEA,21
353852000,SEA,SEA,7
642122016,SEA,SEA,16
233322000,SEA,SEA,16
538002220,SEA,SEA,9
367448480,SEA,SEA,16
247036100,SEA,SEA,18
273334820,SEA,SEA,16
258107000,SEA,SEA,2
244999998,SEA,SEA,59
636091488,SEA,SEA,19
367469290,SEA,SEA,19
211215340,SEA,SEA,25
245333000,SEA,SEA,52
338132000,SEA,SEA,28
577300000,SEA,SEA,16
229831000,SEA,SEA,59
636091129,SEA,SEA,13
247065500,SEA,SEA,55
246214000,SEA,SEA,55
636015627,SEA,SEA,4
235075142,SEA,SEA,59
304503000,SEA,SEA,6
210001000,SEA,SEA,59
370117000,SEA,SEA,9
352421000,SEA,SEA,16
257414000,SEA,SEA,18
245142000,SEA,SEA,8
352517000,SEA,SEA,17
240388000,SEA,SEA,22
245172000,SEA,SEA,23
314279000,SEA,SEA,59
250002036,SEA,SEA,29
367416750,SEA,SEA,23
224756000,SEA,SEA,29
212227000,SEA,SEA,8
215136000,SEA,SEA,18
304054000,SEA,SEA,29
477076300,SEA,SEA,29
211696040,SEA,SEA,26
245351000,SEA,SEA,55
229941000,SEA,SEA,17
235862000,SEA,SEA,6
431401969,SEA,SEA,28
306451000,SEA,SEA,12
244757000,SEA,SEA,59
477855400,SEA,SEA,14
351374000,SEA,SEA,48
366760650,SEA,SEA,26
354195000,SEA,SEA,26
229964000,SEA,SEA,28
232002651,SEA,SEA,58
224390000,SEA,SEA,59
566776000,SEA,SEA,15
235010450,SEA,SEA,10
211315540,SEA,SEA,59
231392000,SEA,SEA,17
235004539,SEA,SEA,23
209299000,SEA,SEA,4
636007200,SEA,SEA,18
258751000,SEA,SEA,28
245152000,SEA,SEA,7
244571000,SEA,SEA,59
230621000,SEA,SEA,8
244790985,SEA,SEA,59
247295000,SEA,SEA,39
414778000,SEA,SEA,58
253415000,SEA,SEA,59
368042000,SEA,SEA,1
211260260,SEA,SEA,28
352114000,SEA,SEA,5
244830183,SEA,SEA,58
366772980,SEA,SEA,23
224543980,SEA,SEA,14
306813000,SEA,SEA,19
308007000,SEA,SEA,12
246091000,SEA,SEA,14
309701000,SEA,SEA,39
236586000,SEA,SEA,28
538004351,SEA,SEA,23
351132000,SEA,SEA,6
249540000,SEA,SEA,17
246005000,SEA,SEA,31
477690700,SEA,SEA,29
245078000,SEA,SEA,18
246011000,SEA,SEA,9
235068441,SEA,SEA,59
312404000,SEA,SEA,18
266199000,SEA,SEA,28
247129100,SEA,SEA,19
247130700,SEA,SEA,27
237023700,SEA,SEA,17
419555000,SEA,SEA,20
636014355,SEA,SEA,17
367165060,SEA,SEA,12
304882000,SEA,SEA,58
246016000,SEA,SEA,28
308874000,SEA,SEA,2
235101728,SEA,SEA,15
230938610,SEA,SEA,3
256246000,SEA,SEA,19
353200000,SEA,SEA,5
232167000,SEA,SEA,12
305188000,SEA,SEA,16
305978000,SEA,SEA,18
304414000,SEA,SEA,6
355223000,SEA,SEA,11
246362000,SEA,SEA,17
256305000,SEA,SEA,33
308876000,SEA,SEA,3
538003450,SEA,SEA,18
220385000,SEA,SEA,12
249050000,SEA,SEA,2
249207000,SEA,SEA,27
636015986,SEA,SEA,4
245247000,SEA,SEA,43
316003666,SEA,SEA,28
305260000,SEA,SEA,18
304970000,SEA,SEA,29
228179700,SEA,SEA,30
353331000,SEA,SEA,8
244306000,SEA,SEA,19
236283000,SEA,SEA,19
228055900,SEA,SEA,1
538005412,SEA,SEA,9
373599000,SEA,SEA,26
266252000,SEA,SEA,28
212561000,SEA,SEA,36
244850900,SEA,SEA,25
357100000,SEA,SEA,7
235058838,SEA,SEA,3
258702000,SEA,SEA,20
224704000,SEA,SEA,28
239691400,SEA,SEA,53
565317000,SEA,SEA,19
244820404,SEA,SEA,59
248282000,SEA,SEA,19
304779000,SEA,SEA,11
636015676,SEA,SEA,18
234450000,SEA,SEA,11
245898000,SEA,SEA,8
235068059,SEA,SEA,9
257654000,SEA,SEA,18
244328000,SEA,SEA,48
235088244,SEA,SEA,24
255803950,SEA,SEA,9
576451000,SEA,SEA,16
636012383,SEA,SEA,9
277372000,SEA,SEA,10
229318000,SEA,SEA,58
538005839,SEA,SEA,3
228024800,SEA,SEA,10
304030000,SEA,SEA,16
316022391,SEA,SEA,28
244830098,SEA,SEA,29
538005039,SEA,SEA,6
355639000,SEA,SEA,9
211629000,SEA,SEA,19
245703000,SEA,SEA,59
567019000,SEA,SEA,29
338134000,SEA,SEA,6
378365000,SEA,SEA,6
257942000,SEA,SEA,18
367655490,SEA,SEA,26
319084300,SEA,SEA,7
