211270850,SEA,160
275402000,SEA,1418
538003037,SEA,395
304001000,BEV,1
419094500,SEA,389
232003081,SEA,406
538005405,SEA,323
311601000,SEA,215
256104000,SEA,36
246085000,SEA,441
219613000,SEA,378
477014800,SEA,363
225339000,SEA,438
235108471,SEA,475
636015123,SEA,474
244562000,SEA,191
235089619,SEA,253
477881600,SEA,294
237453600,SEA,314
245127000,SEA,445
229410000,SEA,109
305857000,SEA,611
355153000,SEA,412
305459000,SEA,435
311000222,SEA,103
215047000,SEA,304
312990000,SEA,156
353850000,SEA,113
211222710,SEA,846
240266000,SEA,158
538004314,SEA,375
372843000,SEA,634
566085000,SEA,3
247088200,SEA,60
245718000,SEA,700
257385000,SEA,690
319030200,SEA,166
205665000,SEA,1052
538003321,SEA,43
477007300,SEA,289
367186040,SEA,96
370957000,SEA,460
246172000,SEA,650
205283000,SEA,450
248052000,SEA,113
227006750,SEA,21
234270000,SEA,487
258645000,SEA,262
577011000,SEA,457
266259000,SEA,49
249491000,SEA,690
246338000,SEA,761
477942400,SEA,249
441567000,SEA,26
246762000,SEA,594
215234000,SEA,5
229276000,SEA,4
355507000,SEA,670
211149000,SEA,296
248764000,SEA,1
256755000,SEA,210
413173000,SEA,691
256661000,SEA,32
265735000,SEA,270
371172000,SEA,466
225329000,SEA,520
211228200,SEA,519
373478000,SEA,109
235102583,SEA,318
368685000,SEA,59
218781000,SEA,9
235008929,SEA,16
249425000,SEA,716
235080906,SEA,481
477612200,SEA,109
311059100,AMS,4
565039000,SEA,423
538004913,SEA,889
305578000,SEA,444
247241900,SEA,308
636016361,SEA,33
477282900,SEA,95
636017145,SEA,68
247315400,SEA,6
255805658,SEA,108
351243000,SEA,513
538005283,SEA,67
577179000,SEA,1269
235102681,SEA,26
248384000,SEA,73
354254000,SEA,72
240435000,SEA,317
236111951,SEA,14
236559000,SEA,566
367498680,SEA,483
538003515,SEA,438
228320900,SEA,711
257555000,SEA,538
244990000,SEA,452
304010685,SEA,11
246481000,SEA,267
431500789,SEA,293
245612000,SEA,749
235079807,SEA,267
240788000,SEA,446
304726000,SEA,355
377255000,SEA,158
636012813,SEA,234
244250000,SEA,15
538002164,SEA,203
210816000,SEA,292
372723000,SEA,29
538006123,SEA,420
538001646,SEA,448
235007440,AMS,913
303198000,SEA,383
636092455,SEA,459
256903000,SEA,18
377912000,SEA,25
431230000,SEA,13
220529000,SEA,235
235100386,SEA,231
636015457,SEA,451
470968000,SEA,200
245170000,SEA,462
247046400,SEA,95
354363000,SEA,27
477241900,SEA,164
352027000,SEA,183
538005795,SEA,17
235087214,SEA,72
235091401,SEA,97
636016717,SEA,88
636016205,SEA,14
412533000,SEA,707
564324000,SEA,38
538005676,SEA,336
538004470,SEA,299
311656000,SEA,3
470170000,SEA,1270
212871000,SEA,466
215810000,SEA,327
477114700,SEA,138
258649000,SEA,435
477007100,SEA,136
234234000,SEA,226
241319000,SEA,25
636091933,SEA,17
341599000,SEA,915
477160100,SEA,101
224121250,SEA,1426
305788000,SEA,902
245610000,SEA,471
636011396,SEA,20
636012464,SEA,1
374846000,SEA,2
232003521,SEA,192
431003365,SEA,171
605086010,SEA,3
235006740,SEA,116
477319300,SEA,106
244670078,SEA,3
235106475,SEA,187
305964000,SEA,36
225322000,SEA,3
238199000,SEA,415
304914000,SEA,389
366358000,SEA,50
244153000,SEA,857
256243000,SEA,406
440266000,SEA,9
249490000,SEA,717
233558000,SEA,320
636012731,SEA,405
255805776,SEA,813
441613000,SEA,154
244790985,SEA,486
304690000,SEA,70
253295000,SEA,971
316003661,SEA,705
672704000,SEA,202
373445000,SEA,158
563153000,SEA,229
229145000,SEA,51
566638000,SEA,467
244758000,SEA,844
636015914,SEA,18
211442520,SEA,49
219084000,SEA,388
220514000,SEA,442
224047690,SEA,500
256959000,SEA,412
319721000,SEA,181
238005000,SEA,183
212598000,SEA,185
319648000,SEA,5
239642000,SEA,204
212865000,SEA,207
538002463,SEA,50
212350000,SEA,717
220625000,SEA,230
236638000,SEA,499
211673600,SEA,436
311053100,SEA,230
304070935,SEA,1
518690000,SEA,4
319571000,SEA,708
305740000,SEA,341
235634000,SEA,37
566819000,SEA,60
431773000,SEA,143
477071400,SEA,220
431101045,SEA,376
249530000,SEA,272
235075245,SEA,549
209008000,SEA,24
232872000,SEA,10
370993000,SEA,199
235066164,SEA,233
235066353,SEA,134
249403000,SEA,638
231356000,SEA,234
305119000,SEA,404
314377000,SEA,504
245931000,SEA,1439
370959000,SEA,369
236283000,SEA,116
356303000,SEA,644
277400000,SEA,560
431000879,SEA,245
368074000,SEA,198
218601000,SEA,618
244536000,SEA,463
477555000,SEA,473
236339000,SEA,102
373162000,SEA,458
258702000,SEA,59
245225000,SEA,458
305145000,SEA,329
231774000,SEA,50
235032474,SEA,633
246104000,SEA,445
304092000,SEA,480
636015262,SEA,357
239981000,SEA,22
353383000,SEA,48
305533000,SEA,420
247148700,SEA,175
538005195,SEA,22
566341000,SEA,159
305774000,SEA,17
319121000,SEA,724
367420240,SEA,1
235102586,SEA,99
357506000,SEA,376
244321000,SEA,314
231160000,SEA,408
245570000,SEA,1020
240082000,SEA,232
538005267,SEA,231
236204000,SEA,416
371332000,SEA,15
338748000,SEA,478
371202000,SEA,289
219157000,SEA,454
356864000,SEA,137
538003481,SEA,253
368485000,SEA,20
352983000,SEA,111
312940000,SEA,193
417222322,SEA,132
356117000,SEA,24
235307000,SEA,69
367456860,SEA,155
255740000,SEA,14
205466000,SEA,660
355320000,SEA,5
538006191,SEA,318
212283000,SEA,184
236509000,SEA,456
432945000,SEA,25
246213000,SEA,404
477752600,SEA,103
319541000,SEA,621
565719000,SEA,400
245293000,SEA,47
258379000,SEA,578
240859000,SEA,473
518877000,SEA,147
368600000,SEA,714
244850087,SEA,253
257253000,SEA,333
304036000,AMS,379
538090191,SEA,226
273310400,SEA,441
314319000,SEA,292
209270000,SEA,373
247664000,SEA,231
235069875,SEA,791
538090453,SEA,341
352212000,SEA,76
271043303,SEA,45
351429000,SEA,37
232001040,SEA,1060
235060524,SEA,236
246447000,SEA,746
235071204,SEA,237
256149000,SEA,1
238939940,SEA,246
248441000,SEA,117
244554000,SEA,470
378375000,SEA,113
245473000,SEA,135
249012000,SEA,59
312226000,SEA,231
247250000,SEA,286
211310100,SEA,86
249917000,SEA,119
538002277,SEA,71
477943000,SEA,190
245188000,SEA,2
667001239,SEA,57
311517000,SEA,254
235003893,SEA,3
244190000,SEA,1
352894000,SEA,40
244850094,SEA,860
211464420,SEA,642
241242000,SEA,20
366773050,SEA,1322
431100311,SEA,339
636012662,SEA,70
351020000,SEA,255
245527000,SEA,1381
219292000,SEA,788
338724000,SEA,402
236617000,SEA,671
431500366,SEA,174
224084960,SEA,478
244185000,SEA,53
566851000,SEA,24
538006053,SEA,22
215776000,SEA,35
367186070,SEA,984
538006509,SEA,28
431127000,SEA,610
256759000,SEA,1440
211822000,BEV,1
256938000,SEA,44
245749000,SEA,837
244186000,SEA,1439
271000898,SEA,52
538004505,SEA,44
366938510,SEA,433
431005439,SEA,624
636013073,SEA,230
565213000,SEA,363
249739000,SEA,159
241049000,SEA,200
372329000,SEA,203
235097401,SEA,65
255803940,SEA,93
305379000,SEA,418
212877000,SEA,432
248413000,SEA,96
229353000,SEA,20
538002959,SEA,356
237899000,SEA,375
377444000,SEA,138
636011186,SEA,23
366792000,SEA,240
247629000,SEA,234
538002776,SEA,117
368133000,SEA,473
247004600,SEA,162
273311340,SEA,479
237605200,SEA,90
477024800,SEA,238
248439000,SEA,262
237871300,SEA,371
636092466,SEA,30
309198000,SEA,419
538003798,SEA,78
636092092,SEA,69
247353200,SEA,628
308839000,SEA,216
247046700,SEA,545
246174000,SEA,181
257872000,SEA,124
636091617,SEA,3
245866000,SEA,432
357365000,SEA,83
211215210,SEA,354
245224000,SEA,19
366995460,SEA,1439
255805596,SEA,607
311025100,SEA,237
259468000,SEA,306
235070763,SEA,885
215394000,SEA,30
253161000,SEA,271
228045600,SEA,162
564875000,SEA,2
354532000,SEA,3
319077800,SEA,99
367061730,SEA,588
258476000,SEA,105
563019000,SEA,114
538002073,SEA,395
367581780,SEA,2
205067000,SEA,402
636016079,SEA,367
275468000,SEA,1
211474890,SEA,803
357540707,SEA,1438
229206000,SEA,594
538004638,SEA,469
367219000,SEA,473
247289300,SEA,382
308457000,SEA,116
211214980,SEA,12
431101164,SEA,22
244599000,SEA,287
636092423,SEA,247
211208420,SEA,292
273535310,SEA,38
319457000,SEA,140
538003520,SEA,291
212235000,SEA,265
229350000,SEA,104
215166000,SEA,491
212819000,SEA,622
220565000,SEA,355
563353000,SEA,23
538090400,SEA,461
219017325,SEA,696
244256000,SEA,40
236511000,SEA,203
372171000,SEA,399
249095000,SEA,195
244399000,SEA,26
477013400,SEA,354
231015000,SEA,596
477898700,SEA,231
232003327,SEA,3
408598000,SEA,202
224985000,SEA,272
234597000,SEA,928
245776000,SEA,37
246392000,SEA,581
311000046,SEA,299
304204000,SEA,242
309653000,SEA,126
367448270,SEA,229
352621000,SEA,364
239189700,SEA,424
209272000,SEA,15
245209000,SEA,1439
311000169,SEA,231
477224100,SEA,17
235021304,SEA,2
210774000,SEA,286
538002264,SEA,16
261000620,SEA,538
205489000,SEA,1
367453030,SEA,1291
240904000,SEA,34
229662000,SEA,337
538005383,SEA,35
305761000,SEA,31
538005584,SEA,4
211809000,SEA,265
244092000,SEA,438
235073887,SEA,1439
319020900,SEA,305
218029000,SEA,46
240953000,SEA,65
236111974,SEA,438
636014488,SEA,646
636090778,SEA,14
244750534,SEA,466
566035000,SEA,84
371353000,SEA,108
209833000,SEA,240
244159000,SEA,1405
366904000,SEA,277
303943000,SEA,477
241112000,SEA,697
314270000,SEA,298
636091473,SEA,439
232003642,SEA,316
312481000,SEA,355
215477000,SEA,1440
431301604,SEA,495
636091569,SEA,102
367331070,SEA,72
238251000,SEA,505
266310000,SEA,237
224598000,SEA,9
235505000,SEA,421
538005528,SEA,126
636015817,SEA,294
538004953,SEA,411
210445000,SEA,55
256301000,SEA,477
369542000,SEA,19
235640000,SEA,246
233941000,SEA,20
367322450,SEA,40
235075616,SEA,254
245457000,SEA,1439
636092516,SEA,112
367318760,SEA,594
367138360,SEA,43
372568000,SEA,80
257713000,SEA,345
538001255,SEA,679
538005705,SEA,238
219019002,SEA,144
367109000,SEA,460
253318000,SEA,449
205234000,SEA,903
219000852,SEA,522
566233000,SEA,379
232003117,SEA,175
309061000,SEA,681
538006661,SEA,56
235057247,SEA,179
538004914,SEA,2
245862000,SEA,217
354213000,SEA,44
244011000,SEA,355
367150179,SEA,731
245825000,BEV,1
370329000,SEA,41
314251000,SEA,162
622120442,SEA,230
636016087,SEA,482
305376000,SEA,651
273357330,SEA,295
314179000,SEA,357
245494000,SEA,1049
245675000,SEA,260
231307000,SEA,570
219017203,SEA,530
304487000,SEA,94
215807000,SEA,495
565136000,SEA,4
366888770,SEA,404
636015292,SEA,308
305989000,SEA,478
538004127,SEA,234
234910000,SEA,102
304625000,SEA,587
244102000,SEA,574
352939000,SEA,80
576321000,SEA,268
247282400,SEA,36
314319000,AMS,1
351456000,SEA,14
248484000,SEA,252
538006541,SEA,124
246873000,BEV,1
304010455,SEA,236
210951000,SEA,361
259749000,SEA,18
256930000,SEA,814
477332000,SEA,35
636092527,SEA,28
304010905,SEA,14
255804340,SEA,545
235007690,SEA,210
304625000,AMS,525
256255000,SEA,143
368637000,SEA,22
229191000,SEA,365
367546220,SEA,220
253482000,SEA,590
305284000,SEA,473
232168000,SEA,523
374088000,SEA,26
357533000,SEA,66
235051085,SEA,712
244870016,SEA,1438
212360000,SEA,1432
311622000,SEA,8
316001698,SEA,54
304036000,SEA,183
477720100,SEA,379
354133000,SEA,237
305356000,SEA,434
219676000,SEA,288
255805701,SEA,21
352698000,SEA,262
220387000,SEA,8
538004031,SEA,832
236647000,SEA,98
250002424,SEA,288
235012605,SEA,1258
367381000,SEA,299
232971000,SEA,687
367023480,SEA,705
431600621,SEA,152
219016832,SEA,72
314020000,SEA,1
275468000,BEV,1
371471000,SEA,67
538005840,SEA,640
477719000,SEA,475
247205900,SEA,4
305184000,SEA,910
224133740,SEA,709
367371810,SEA,366
218063000,SEA,321
236111881,SEA,745
232002652,SEA,1379
239299000,SEA,710
240031000,SEA,410
356301000,SEA,681
211311970,SEA,14
477640200,SEA,376
538002754,SEA,62
244952000,AMS,2
565757000,SEA,510
249813000,SEA,88
374498000,SEA,27
220635000,SEA,319
271044013,SEA,98
258802000,SEA,608
249040000,SEA,1439
235095936,SEA,497
246460000,SEA,207
565114000,SEA,275
636014090,SEA,785
256453000,SEA,7
227713010,SEA,275
311070200,SEA,238
271042595,SEA,5
311777000,SEA,229
256797000,SEA,453
548922000,SEA,256
236112003,SEA,50
245370000,SEA,510
244948000,SEA,323
257428000,SEA,159
538005236,SEA,858
431501853,SEA,149
273387920,SEA,143
303865000,SEA,549
311457000,SEA,322
246459000,SEA,1298
351482000,SEA,84
636011631,SEA,26
247007000,SEA,222
271002106,SEA,201
375446000,SEA,647
538004293,SEA,142
235102712,SEA,301
636015737,SEA,447
564187000,SEA,41
538003223,SEA,152
564147000,SEA,67
636015912,SEA,160
248481000,SEA,3
319036500,SEA,51
304010851,SEA,312
319932000,SEA,184
565826000,SEA,389
247341700,SEA,171
341071000,SEA,9
377263000,SEA,279
355213000,SEA,48
563431000,SEA,6
211263880,SEA,1148
236670000,SEA,260
354447000,SEA,2
235431000,SEA,193
352915000,SEA,272
367305920,SEA,1278
246746000,SEA,34
403299000,SEA,212
211684020,SEA,1439
371873000,SEA,24
211629290,SEA,240
235025112,SEA,16
305313000,SEA,31
367589320,SEA,21
636016424,SEA,462
431501632,SEA,216
564919000,SEA,238
367500230,SEA,7
352487000,SEA,127
477593700,SEA,70
310222000,SEA,321
246419000,SEA,328
314303000,SEA,225
235078722,SEA,100
566675000,SEA,638
244830883,SEA,1272
316003600,SEA,442
576988000,SEA,79
244934000,SEA,969
538004640,SEA,2
319064900,SEA,132
538003810,SEA,151
403518000,SEA,226
369202000,SEA,22
226308000,SEA,253
319033400,SEA,226
477744500,SEA,360
259927000,SEA,646
273350220,SEA,448
244043000,SEA,432
538003490,SEA,86
246873000,SEA,547
229737000,SEA,110
369232000,SEA,2
241159000,SEA,447
566259000,SEA,387
370261000,SEA,325
205416000,SEA,986
247118800,SEA,143
311045500,SEA,22
249206000,SEA,84
565961000,SEA,439
235113125,SEA,1439
432756000,SEA,226
209792000,SEA,470
367766000,SEA,492
564225000,SEA,135
636017042,SEA,252
538004642,SEA,328
212400000,SEA,220
240808000,SEA,55
374156000,SEA,475
205300000,SEA,900
259657000,SEA,1
304109000,SEA,204
257664000,SEA,2
311064300,SEA,165
338032307,SEA,1160
538002206,SEA,110
230659000,SEA,323
240198000,SEA,32
305361000,SEA,699
377764000,SEA,181
319017500,SEA,468
311014900,SEA,579
477014900,SEA,445
305148000,SEA,611
240689000,SEA,265
271000643,SEA,189
319061600,SEA,474
538004654,SEA,1
212275000,SEA,2
235059382,SEA,64
244810593,AMS,426
247003000,SEA,793
311000217,SEA,459
242187100,SEA,152
354801000,SEA,33
246835000,SEA,207
431000449,SEA,212
277336000,SEA,457
271002559,SEA,472
353500000,SEA,1327
431400468,SEA,266
366584000,SEA,5
255797000,SEA,201
565487000,SEA,450
247082300,SEA,332
304845000,SEA,17
636091700,SEA,87
258953000,SEA,81
477177400,SEA,246
369564000,SEA,1184
538006288,SEA,221
566519000,SEA,40
304182000,SEA,447
367309320,SEA,613
316026694,SEA,89
215975000,SEA,195
677040800,SEA,2
265483000,SEA,24
219589000,SEA,496
256070000,SEA,421
441872000,SEA,167
338359000,SEA,52
227681520,SEA,71
249126000,SEA,12
667001263,SEA,3
309979000,SEA,130
245384000,SEA,740
538006572,SEA,344
245107000,SEA,312
636091807,SEA,524
211200690,SEA,389
565889000,SEA,22
209263000,SEA,253
210319000,SEA,378
244620981,AMS,46
230994000,SEA,393
240145000,SEA,436
431401925,SEA,373
304926000,SEA,637
215937000,SEA,124
239249000,SEA,346
305679000,SEA,470
246754000,SEA,98
235108405,SEA,134
241189000,SEA,55
248811000,BEV,25
372480000,SEA,228
226326000,SEA,179
477351300,SEA,14
273414060,SEA,182
273356870,SEA,6
219598000,SEA,290
338371000,SEA,338
244339000,SEA,368
538004267,SEA,607
246355000,SEA,1438
566949000,SEA,455
431501643,SEA,222
636015020,SEA,344
515031000,SEA,35
312916000,SEA,477
477700600,SEA,2
538004313,SEA,4
211245200,SEA,419
538090383,SEA,82
214181820,SEA,268
319739000,SEA,193
235076499,SEA,357
245525000,SEA,9
271002429,SEA,78
211409100,SEA,446
305741000,SEA,648
235080632,SEA,23
246190000,SEA,505
477203300,SEA,488
248621000,SEA,14
304010859,SEA,1
235095403,SEA,192
477637100,SEA,373
566913000,SEA,205
367024280,SEA,129
205045800,SEA,284
518691000,SEA,35
357649000,SEA,898
538005610,SEA,1
366922110,SEA,905
366032000,SEA,753
636011494,SEA,325
244830366,SEA,1439
311016500,SEA,205
227067000,SEA,458
219964000,SEA,266
245909000,SEA,513
367496470,SEA,26
366772960,SEA,508
372081000,SEA,35
311367000,SEA,390
477948800,SEA,432
245044000,AMS,111
258286000,SEA,451
566481000,SEA,21
220237000,SEA,224
538004851,SEA,268
441339000,SEA,15
244561000,SEA,294
338640000,SEA,216
257461000,SEA,536
431000253,SEA,350
305176000,SEA,26
230604000,SEA,18
305512000,SEA,12
304513000,SEA,142
477776200,SEA,647
244225000,SEA,254
371448000,SEA,74
246462000,SEA,2
636015754,SEA,51
636015181,SEA,5
357194000,SEA,176
367378180,SEA,1439
636013069,SEA,611
305795000,SEA,54
309077000,SEA,113
311315000,SEA,67
226333000,SEA,86
636090283,SEA,73
636014356,SEA,226
371560000,SEA,416
261510000,SEA,680
215349000,SEA,85
636013183,SEA,16
229998000,SEA,512
205465000,SEA,266
373571000,SEA,158
338670000,SEA,32
564391000,SEA,231
246044000,SEA,530
370662000,SEA,152
636015671,SEA,1
431501644,SEA,326
237921000,SEA,75
228193700,SEA,185
636016984,SEA,252
345140007,SEA,203
310674000,SEA,15
244810000,SEA,7
538004260,SEA,123
371602000,SEA,146
229412000,SEA,231
636016852,SEA,337
566880000,SEA,230
273338310,SEA,274
257914000,SEA,1
538004630,SEA,88
235554000,SEA,23
246465000,SEA,100
247286200,SEA,212
311066400,SEA,19
538005024,SEA,494
205335490,SEA,3
636017023,SEA,1
636016303,SEA,19
235096892,SEA,939
273114600,SEA,633
477423600,SEA,10
375203000,SEA,1
256758000,SEA,1439
240969000,SEA,45
238390440,SEA,322
636091976,SEA,10
250001109,SEA,31
211404810,SEA,167
311049600,SEA,133
353874000,SEA,36
304153000,SEA,158
319560000,SEA,467
224600000,SEA,176
319904000,SEA,216
247080200,SEA,302
351407000,SEA,223
230608000,SEA,235
215734000,SEA,33
566831000,SEA,11
237352400,SEA,38
244577000,SEA,54
237846000,SEA,79
311029600,SEA,28
371582000,SEA,5
636015672,SEA,467
249118000,SEA,465
212172000,SEA,816
367073370,SEA,676
338032000,SEA,4
211349270,SEA,397
636016069,SEA,1
219018011,SEA,240
304352000,BEV,14
245112000,SEA,390
235093939,SEA,128
249616000,SEA,65
229930000,SEA,865
576516000,SEA,48
235086316,SEA,233
431498000,SEA,271
538004099,SEA,91
250493000,SEA,701
256790000,SEA,471
239850000,SEA,517
355233000,SEA,84
310724000,SEA,398
352686000,SEA,299
211216490,SEA,358
253223000,SEA,436
566466000,SEA,391
235054581,SEA,370
212734000,SEA,10
370648000,SEA,458
246115000,AMS,183
374130000,SEA,250
246798000,SEA,796
367403610,SEA,388
240544000,SEA,487
375258000,SEA,85
305542000,SEA,1439
239410300,SEA,288
273359760,SEA,71
431100146,SEA,399
636015479,SEA,325
235102697,SEA,66
257903000,SEA,148
225365000,SEA,5
366902220,SEA,461
246526000,SEA,146
241107000,SEA,9
273334200,SEA,102
477902800,SEA,138
231834000,SEA,359
235009590,SEA,1081
338418000,SEA,282
375254000,SEA,242
237023600,SEA,98
538090189,SEA,216
338343000,SEA,1
357500000,SEA,475
605076050,SEA,148
244179000,SEA,484
374233000,SEA,138
210207000,SEA,340
538004033,SEA,323
230016000,SEA,105
319618000,SEA,3
477058400,SEA,859
567291000,SEA,368
238265000,SEA,363
311641000,SEA,1438
477322000,SEA,290
311055300,SEA,149
368032000,SEA,1198
210464000,SEA,475
477700600,AMS,3
244865000,SEA,294
246303000,SEA,33
215817000,SEA,217
212856000,SEA,1400
370490000,SEA,104
353785000,SEA,554
338461000,SEA,8
235052172,SEA,270
477107300,SEA,7
231355000,SEA,895
210725000,SEA,1
477181900,SEA,12
431002151,SEA,142
371630000,SEA,476
431401969,SEA,39
271002057,SEA,453
247256600,SEA,188
376907000,SEA,1439
368394000,SEA,146
636091335,SEA,10
431003903,SEA,148
228335900,SEA,1
259705000,SEA,120
215871000,SEA,398
576299000,SEA,1439
