AMS,AMS,374846000,356
BEV,BEV,230015000,184
BEV,SEA,211627970,4
BEV,SEA,248811000,1
SEA,AMS,248127000,4
AMS,SEA,271000835,7
BEV,SEA,205489000,3
AMS,AMS,244620981,199
AMS,AMS,271000835,444
SEA,AMS,244952000,4
BEV,BEV,432824000,94
SEA,BEV,304352000,1
BEV,SEA,304352000,1
BEV,SEA,636091910,4
SEA,BEV,277530000,3
AMS,SEA,244805000,1
BEV,SEA,319570000,2
BEV,BEV,246798000,90
BEV,SEA,304726000,1
BEV,SEA,304070935,3
AMS,SEA,244620981,6
SEA,AMS,314319000,3
BEV,BEV,432810000,82
SEA,BEV,432824000,3
BEV,SEA,636015205,3
AMS,SEA,244810593,3
AMS,SEA,304783000,31
AMS,AMS,246683000,4531
SEA,AMS,249145000,11
SEA,AMS,244699000,6
SEA,AMS,245147000,20
AMS,SEA,235070031,1
SEA,BEV,218474000,3
BEV,SEA,369233000,1
SEA,BEV,249837000,3
AMS,AMS,236111791,737
SEA,AMS,477700600,3
SEA,AMS,273334240,1
SEA,AMS,246115000,8
BEV,BEV,304352000,20
SEA,AMS,245455000,7
AMS,SEA,564368000,1
AMS,SEA,374145000,2
AMS,SEA,244670062,8
BEV,SEA,245147000,1
BEV,BEV,246873000,117
SEA,AMS,249005000,63
BEV,SEA,235066012,4
SEA,BEV,205489000,3
BEV,SEA,477791900,3
AMS,SEA,246683000,35
BEV,BEV,235066012,65
SEA,BEV,275468000,1
AMS,SEA,232002165,39
SEA,AMS,245834000,3
BEV,BEV,319570000,92
SEA,BEV,372744000,3
SEA,AMS,236407000,3
AMS,SEA,236407000,4
BEV,SEA,228335900,2
SEA,AMS,357028000,3
AMS,SEA,245044000,4
SEA,BEV,341599000,1
SEA,AMS,564368000,1
SEA,AMS,235007440,15
AMS,SEA,374846000,6
BEV,BEV,304158000,35
AMS,AMS,245675000,2133
SEA,AMS,271000835,7
AMS,SEA,305883000,1
AMS,AMS,248370000,502
BEV,BEV,538001652,3
AMS,AMS,352104000,437
AMS,SEA,246115000,7
