211270850,SEA,SEA,197
235097474,SEA,SEA,3
275402000,SEA,SEA,1422
538003037,SEA,SEA,418
305300000,SEA,SEA,97
419094500,SEA,SEA,444
355166000,SEA,SEA,22
232003081,SEA,SEA,417
538005405,SEA,SEA,3
311601000,SEA,SEA,246
235069271,SEA,SEA,47
235090733,SEA,SEA,4
245706000,SEA,SEA,6
246085000,SEA,SEA,357
219613000,SEA,SEA,501
477014800,SEA,SEA,377
235108471,SEA,SEA,465
477881600,SEA,SEA,238
244562000,SEA,SEA,280
235089619,SEA,SEA,604
240564000,SEA,SEA,106
237453600,SEA,SEA,78
245127000,SEA,SEA,292
636015123,SEA,SEA,474
229410000,SEA,SEA,487
305857000,SEA,SEA,144
355153000,SEA,SEA,229
305459000,SEA,SEA,685
311040500,SEA,SEA,21
215047000,SEA,SEA,477
353850000,SEA,SEA,42
240266000,SEA,SEA,672
211222710,SEA,SEA,922
538004314,SEA,SEA,465
247088200,SEA,SEA,246
566085000,SEA,SEA,144
372843000,SEA,SEA,475
245718000,SEA,SEA,888
257385000,SEA,SEA,662
319030200,SEA,SEA,162
538004142,SEA,SEA,76
538003321,SEA,SEA,104
477007300,SEA,SEA,124
367186040,SEA,SEA,374
205665000,SEA,SEA,1023
370957000,SEA,SEA,471
246172000,SEA,SEA,653
205283000,SEA,SEA,293
248052000,SEA,SEA,95
227006750,SEA,SEA,76
305866000,SEA,SEA,134
234270000,SEA,SEA,695
577011000,SEA,SEA,462
538005625,SEA,SEA,287
249491000,SEA,SEA,700
246338000,SEA,SEA,1021
477942400,SEA,SEA,228
246762000,SEA,SEA,643
215234000,SEA,SEA,71
229276000,SEA,SEA,336
355507000,SEA,SEA,589
240537000,SEA,SEA,31
211149000,SEA,SEA,411
355924000,SEA,SEA,192
256755000,SEA,SEA,8
413173000,SEA,SEA,237
352466000,SEA,SEA,7
371172000,SEA,SEA,651
265735000,SEA,SEA,472
225329000,SEA,SEA,459
373478000,SEA,SEA,104
211228200,SEA,SEA,417
245604000,BEV,BEV,28
256661000,SEA,SEA,19
367176630,SEA,SEA,228
235102583,SEA,SEA,199
368685000,SEA,SEA,70
247335400,SEA,SEA,88
218781000,SEA,SEA,123
235008929,SEA,SEA,19
249425000,SEA,SEA,569
